source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,datasets,source.ligand,target.receptor,ligand.pvalues,ligand.logFC,ligand.pct.1,ligand.pct.2,receptor.pvalues,receptor.logFC,receptor.pct.1,receptor.pct.2
HSC/Fibroblasts,IZ 6,CDH2,CDH2,0.0103227946441678,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,HSC/Fibroblasts.CDH2,IZ 6.CDH2,2.262692457904862e-21,0.3112514540829006,56.62020905923345,32.864450127877234,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
Cholangiocytes,IZ 6,CDH2,CDH2,0.0103227946441678,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,Cholangiocytes.CDH2,IZ 6.CDH2,0.004294619993744757,0.1873771670362196,60.317460317460316,41.40625,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
IZ 1,IZ 6,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 1.CDH2,IZ 6.CDH2,6.388317755463506e-9,0.1618140706088032,47.286821705426355,29.333333333333332,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
IZ 2,IZ 6,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 2.CDH2,IZ 6.CDH2,1.4922535549804927e-9,0.153824329339656,44.827586206896555,30.603448275862068,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
IZ 3,IZ 6,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 3.CDH2,IZ 6.CDH2,0.010182033980304865,0.0822442496331619,45.52238805970149,40.9683426443203,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
IZ 4,IZ 6,CDH2,CDH2,0.008652987175562614,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 4.CDH2,IZ 6.CDH2,3.392187762644444e-9,0.2142860084729073,55.72232645403376,37.89173789173789,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
IZ 5,IZ 6,CDH2,CDH2,0.008652987175562614,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 5.CDH2,IZ 6.CDH2,1.62666893741486e-17,0.2919324083126996,57.2938689217759,28.611898016997166,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
IZ 6,IZ 6,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 6.CDH2,IZ 6.CDH2,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
PP 1,IZ 6,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 1.CDH2,IZ 6.CDH2,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
PP 2,IZ 6,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 2.CDH2,IZ 6.CDH2,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
PP 3,IZ 6,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 3.CDH2,IZ 6.CDH2,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
PP 4,IZ 6,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 4.CDH2,IZ 6.CDH2,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
CV 1,IZ 6,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,CV 1.CDH2,IZ 6.CDH2,5.066218029212256e-11,0.18342335825469464,47.76119402985074,29.743589743589745,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
CV 2,IZ 6,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,CV 2.CDH2,IZ 6.CDH2,0.01994045981359675,0.09261942283869135,48.95348837209303,44.73684210526316,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287
Endothelial Progenitor,PP 1,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,Endothelial Progenitor.CDH2,PP 1.CDH2,0.09901601440952858,0.0654343582592729,35.79545454545455,23.684210526315788,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
Hepatocyte Progenitor,PP 1,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,Hepatocyte Progenitor.CDH2,PP 1.CDH2,2.9503456879853096e-7,0.279544567755671,37.65822784810127,7.792207792207792,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
HSC/Fibroblasts,PP 1,CDH2,CDH2,0.0103227946441678,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,HSC/Fibroblasts.CDH2,PP 1.CDH2,2.262692457904862e-21,0.3112514540829006,56.62020905923345,32.864450127877234,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
Cholangiocytes,PP 1,CDH2,CDH2,0.0103227946441678,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,Cholangiocytes.CDH2,PP 1.CDH2,0.004294619993744757,0.1873771670362196,60.317460317460316,41.40625,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
IZ 1,PP 1,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 1.CDH2,PP 1.CDH2,6.388317755463506e-9,0.1618140706088032,47.286821705426355,29.333333333333332,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
IZ 2,PP 1,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 2.CDH2,PP 1.CDH2,1.4922535549804927e-9,0.153824329339656,44.827586206896555,30.603448275862068,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
IZ 3,PP 1,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 3.CDH2,PP 1.CDH2,0.010182033980304865,0.0822442496331619,45.52238805970149,40.9683426443203,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
IZ 4,PP 1,CDH2,CDH2,0.008652987175562614,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 4.CDH2,PP 1.CDH2,3.392187762644444e-9,0.2142860084729073,55.72232645403376,37.89173789173789,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
IZ 5,PP 1,CDH2,CDH2,0.008652987175562614,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 5.CDH2,PP 1.CDH2,1.62666893741486e-17,0.2919324083126996,57.2938689217759,28.611898016997166,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
IZ 6,PP 1,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 6.CDH2,PP 1.CDH2,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
PP 1,PP 1,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 1.CDH2,PP 1.CDH2,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
PP 2,PP 1,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 2.CDH2,PP 1.CDH2,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
PP 3,PP 1,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 3.CDH2,PP 1.CDH2,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
PP 4,PP 1,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 4.CDH2,PP 1.CDH2,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
CV 1,PP 1,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,CV 1.CDH2,PP 1.CDH2,5.066218029212256e-11,0.18342335825469464,47.76119402985074,29.743589743589745,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
CV 2,PP 1,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,CV 2.CDH2,PP 1.CDH2,0.01994045981359675,0.09261942283869135,48.95348837209303,44.73684210526316,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447
Endothelial Progenitor,PP 2,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,Endothelial Progenitor.CDH2,PP 2.CDH2,0.09901601440952858,0.0654343582592729,35.79545454545455,23.684210526315788,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
Hepatocyte Progenitor,PP 2,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,Hepatocyte Progenitor.CDH2,PP 2.CDH2,2.9503456879853096e-7,0.279544567755671,37.65822784810127,7.792207792207792,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
HSC/Fibroblasts,PP 2,CDH2,CDH2,0.0103227946441678,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,HSC/Fibroblasts.CDH2,PP 2.CDH2,2.262692457904862e-21,0.3112514540829006,56.62020905923345,32.864450127877234,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
Cholangiocytes,PP 2,CDH2,CDH2,0.0103227946441678,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,Cholangiocytes.CDH2,PP 2.CDH2,0.004294619993744757,0.1873771670362196,60.317460317460316,41.40625,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
IZ 1,PP 2,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 1.CDH2,PP 2.CDH2,6.388317755463506e-9,0.1618140706088032,47.286821705426355,29.333333333333332,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
IZ 2,PP 2,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 2.CDH2,PP 2.CDH2,1.4922535549804927e-9,0.153824329339656,44.827586206896555,30.603448275862068,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
IZ 3,PP 2,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 3.CDH2,PP 2.CDH2,0.010182033980304865,0.0822442496331619,45.52238805970149,40.9683426443203,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
IZ 4,PP 2,CDH2,CDH2,0.008652987175562614,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 4.CDH2,PP 2.CDH2,3.392187762644444e-9,0.2142860084729073,55.72232645403376,37.89173789173789,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
IZ 5,PP 2,CDH2,CDH2,0.008652987175562614,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 5.CDH2,PP 2.CDH2,1.62666893741486e-17,0.2919324083126996,57.2938689217759,28.611898016997166,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
IZ 6,PP 2,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 6.CDH2,PP 2.CDH2,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
PP 1,PP 2,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 1.CDH2,PP 2.CDH2,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
PP 2,PP 2,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 2.CDH2,PP 2.CDH2,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
PP 3,PP 2,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 3.CDH2,PP 2.CDH2,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
PP 4,PP 2,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 4.CDH2,PP 2.CDH2,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
CV 1,PP 2,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,CV 1.CDH2,PP 2.CDH2,5.066218029212256e-11,0.18342335825469464,47.76119402985074,29.743589743589745,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
CV 2,PP 2,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,CV 2.CDH2,PP 2.CDH2,0.01994045981359675,0.09261942283869135,48.95348837209303,44.73684210526316,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724
Endothelial Progenitor,PP 3,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,Endothelial Progenitor.CDH2,PP 3.CDH2,0.09901601440952858,0.0654343582592729,35.79545454545455,23.684210526315788,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
Hepatocyte Progenitor,PP 3,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,Hepatocyte Progenitor.CDH2,PP 3.CDH2,2.9503456879853096e-7,0.279544567755671,37.65822784810127,7.792207792207792,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
HSC/Fibroblasts,PP 3,CDH2,CDH2,0.0103227946441678,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,HSC/Fibroblasts.CDH2,PP 3.CDH2,2.262692457904862e-21,0.3112514540829006,56.62020905923345,32.864450127877234,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
Cholangiocytes,PP 3,CDH2,CDH2,0.0103227946441678,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,Cholangiocytes.CDH2,PP 3.CDH2,0.004294619993744757,0.1873771670362196,60.317460317460316,41.40625,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
IZ 1,PP 3,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 1.CDH2,PP 3.CDH2,6.388317755463506e-9,0.1618140706088032,47.286821705426355,29.333333333333332,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
IZ 2,PP 3,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 2.CDH2,PP 3.CDH2,1.4922535549804927e-9,0.153824329339656,44.827586206896555,30.603448275862068,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
IZ 3,PP 3,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 3.CDH2,PP 3.CDH2,0.010182033980304865,0.0822442496331619,45.52238805970149,40.9683426443203,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
IZ 4,PP 3,CDH2,CDH2,0.008652987175562614,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 4.CDH2,PP 3.CDH2,3.392187762644444e-9,0.2142860084729073,55.72232645403376,37.89173789173789,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
IZ 5,PP 3,CDH2,CDH2,0.008652987175562614,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 5.CDH2,PP 3.CDH2,1.62666893741486e-17,0.2919324083126996,57.2938689217759,28.611898016997166,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
IZ 6,PP 3,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 6.CDH2,PP 3.CDH2,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
PP 1,PP 3,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 1.CDH2,PP 3.CDH2,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
PP 2,PP 3,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 2.CDH2,PP 3.CDH2,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
PP 3,PP 3,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 3.CDH2,PP 3.CDH2,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
PP 4,PP 3,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 4.CDH2,PP 3.CDH2,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
CV 1,PP 3,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,CV 1.CDH2,PP 3.CDH2,5.066218029212256e-11,0.18342335825469464,47.76119402985074,29.743589743589745,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
CV 2,PP 3,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,CV 2.CDH2,PP 3.CDH2,0.01994045981359675,0.09261942283869135,48.95348837209303,44.73684210526316,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941
Endothelial Progenitor,PP 4,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,Endothelial Progenitor.CDH2,PP 4.CDH2,0.09901601440952858,0.0654343582592729,35.79545454545455,23.684210526315788,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
Hepatocyte Progenitor,PP 4,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,Hepatocyte Progenitor.CDH2,PP 4.CDH2,2.9503456879853096e-7,0.279544567755671,37.65822784810127,7.792207792207792,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
HSC/Fibroblasts,PP 4,CDH2,CDH2,0.0103227946441678,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,HSC/Fibroblasts.CDH2,PP 4.CDH2,2.262692457904862e-21,0.3112514540829006,56.62020905923345,32.864450127877234,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
Cholangiocytes,PP 4,CDH2,CDH2,0.0103227946441678,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,Cholangiocytes.CDH2,PP 4.CDH2,0.004294619993744757,0.1873771670362196,60.317460317460316,41.40625,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
IZ 1,PP 4,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 1.CDH2,PP 4.CDH2,6.388317755463506e-9,0.1618140706088032,47.286821705426355,29.333333333333332,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
IZ 2,PP 4,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 2.CDH2,PP 4.CDH2,1.4922535549804927e-9,0.153824329339656,44.827586206896555,30.603448275862068,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
IZ 3,PP 4,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 3.CDH2,PP 4.CDH2,0.010182033980304865,0.0822442496331619,45.52238805970149,40.9683426443203,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
IZ 4,PP 4,CDH2,CDH2,0.008652987175562614,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 4.CDH2,PP 4.CDH2,3.392187762644444e-9,0.2142860084729073,55.72232645403376,37.89173789173789,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
IZ 5,PP 4,CDH2,CDH2,0.008652987175562614,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 5.CDH2,PP 4.CDH2,1.62666893741486e-17,0.2919324083126996,57.2938689217759,28.611898016997166,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
IZ 6,PP 4,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,IZ 6.CDH2,PP 4.CDH2,1.402215827240978e-4,0.13635171785013706,46.17283950617284,32.86713286713287,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
PP 1,PP 4,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 1.CDH2,PP 4.CDH2,9.299632597458164e-9,0.14747720926430147,45.366528354080224,31.54471544715447,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
PP 2,PP 4,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 2.CDH2,PP 4.CDH2,0.00309447076007122,0.08630966593810457,43.64406779661017,35.86206896551724,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
PP 3,PP 4,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 3.CDH2,PP 4.CDH2,3.9232503655425983e-7,0.1753501627116314,46.841477949940405,30.14705882352941,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
PP 4,PP 4,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,PP 4.CDH2,PP 4.CDH2,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
CV 1,PP 4,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,CV 1.CDH2,PP 4.CDH2,5.066218029212256e-11,0.18342335825469464,47.76119402985074,29.743589743589745,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
CV 2,PP 4,CDH2,CDH2,0.0029010643066816706,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514,Normal,CV 2.CDH2,PP 4.CDH2,0.01994045981359675,0.09261942283869135,48.95348837209303,44.73684210526316,5.137411084410671e-11,0.20224672236845442,49.81818181818182,31.762295081967213
